domain,n_posts,total_engagement,avg_engagement,median_engagement
www.alabasterschools.org,207,17216,83.16908212560386,50.0
www.huffmanisd.net,422,17206,40.77251184834123,24.0
www.bhbl.org,201,17204,85.59203980099502,53.0
www.whbschools.org,198,17190,86.81818181818181,91.0
www.valhallaschools.org,398,17148,43.085427135678394,32.0
www.ccsdut.org,406,17140,42.216748768472904,20.0
www.schoolcraftschools.org,398,17117,43.00753768844221,26.5
www.phasd.us,398,17115,43.00251256281407,20.0
www.cvusd.us,398,17114,43.0,29.0
www.oxac.org,398,17114,43.0,29.0
www.cloverpark.k12.wa.us,399,17103,42.86466165413534,29.0
www.sheridanschools.org,398,17098,42.959798994974875,18.0
www.cr.k12.de.us,398,17088,42.93467336683417,28.0
www.camas.wednet.edu,419,17087,40.78042959427208,23.0
www.union.k12.mo.us,200,17086,85.43,63.5
jessamineco.com,597,17073,28.597989949748744,9.0
www.cohoes.org,400,17066,42.665,34.0
clevelandmetroschools.org,403,17052,42.312655086848636,29.0
www.hannibalcsd.org,398,17015,42.75125628140704,30.0
www.mflmarmac.k12.ia.us,405,16992,41.955555555555556,13.0
www.caywood.org,798,16982,21.280701754385966,12.0
www.pacyber.org,204,16974,83.20588235294117,39.0
www.lynwood.k12.ca.us,398,16973,42.64572864321608,30.0
www.kearsarge.org,398,16932,42.54271356783919,29.0
www.ocosta.k12.wa.us,1252,16922,13.515974440894569,4.0
www.hudsoncityschooldistrict.com,398,16916,42.50251256281407,25.5
www.carmarea.org,402,16914,42.07462686567164,29.5
www.hanoverarea.org,341,16914,49.60117302052786,31.0
www.hasdhawks.org,404,16911,41.85891089108911,29.0
boe.jeff.k12.wv.us,198,16890,85.3030303030303,54.5
www.danburyschools.org,398,16886,42.42713567839196,26.0
www.greensburgsalem.org,398,16886,42.42713567839196,35.0
www.hiawathaschools.org,854,16885,19.771662763466043,5.0
www.glynn.k12.ga.us,398,16882,42.41708542713568,26.0
www.checotah.k12.ok.us,398,16882,42.41708542713568,29.5
www.murrieta.k12.ca.us,204,16872,82.70588235294117,58.0
www.nevadacubs.org,398,16867,42.379396984924625,21.0
www.d300.org,198,16856,85.13131313131314,57.0
www.livingston.org,398,16839,42.30904522613066,21.5
www.firelandsschools.org,198,16814,84.91919191919192,72.0
www.woodburysch.com,398,16804,42.221105527638194,23.0
www.lebanonschools.org,398,16798,42.20603015075377,17.0
www.betaacademy.org,402,16794,41.776119402985074,36.0
www.brookvilleschools.org,199,16794,84.39195979899498,78.0
www.wwgschools.org,409,16793,41.05867970660147,32.0
www.catoosa.com,398,16788,42.18090452261306,25.0
lakesidesd.org,398,16780,42.1608040201005,28.0
www.jordan.k12.mn.us,202,16778,83.05940594059406,54.0
mlb.sau29.org,398,16772,42.14070351758794,31.0
doniphanr1.k12.mo.us,398,16766,42.12562814070352,26.0
www.bmuschool.org,402,16759,41.68905472636816,29.0
www.highlandschools.org,398,16753,42.0929648241206,24.0
www.d124.org,398,16728,42.030150753768844,28.0
www.movalleyschools.org,398,16722,42.015075376884425,32.0
www.hpsvikings.org,1795,16714,9.31142061281337,4.0
www.sweenyisd.org,409,16664,40.743276283618584,24.0
www.cps-k12.org,398,16661,41.86180904522613,20.0
www.explorenetwork.org,131,16660,127.17557251908397,2.0
www.usd443.org,398,16657,41.85175879396985,29.0
www.ccusd.org,398,16634,41.79396984924623,24.0
www.cpseagles.org,421,16624,39.48693586698337,17.0
www.scsd2.k12.in.us,398,16617,41.75125628140704,27.5
www.heightsschools.com,675,16616,24.616296296296298,21.0
www.stewartcountyschools.net,416,16612,39.93269230769231,22.5
www.sidneyraiders.org,398,16607,41.72613065326633,26.5
www.newton-conover.org,398,16598,41.7035175879397,23.0
www.catoosaps.net,398,16566,41.62311557788945,31.0
www.kent.k12.wa.us,404,16561,40.992574257425744,26.0
www.unitedsd.net,398,16524,41.517587939698494,21.5
www.icschools.us,398,16520,41.50753768844221,28.5
www.conestogavalley.org,404,16509,40.863861386138616,16.0
www.dusters.org,398,16496,41.447236180904525,22.0
www.hamilton.k12.nj.us,398,16489,41.42964824120603,23.0
www.richlandbears.us,606,16488,27.207920792079207,15.0
www.niskyschools.org,199,16488,82.85427135678393,72.0
www.tisd.org,422,16473,39.035545023696685,22.0
www.shps.org,398,16467,41.37437185929648,21.5
salemk12.org,510,16449,32.252941176470586,19.0
www.nfschools.net,398,16444,41.31658291457286,13.0
www.hudson.k12.mi.us,409,16442,40.20048899755501,18.0
www.wpschools.net,398,16441,41.30904522613066,35.0
www.soswolverines.org,398,16437,41.29899497487437,25.0
www.harrison.k12.ms.us,398,16412,41.23618090452261,19.0
www.gmcs.org,398,16407,41.22361809045226,23.0
fairmont.k12.mn.us,398,16402,41.21105527638191,22.0
www.monroe.wednet.edu,417,16387,39.29736211031175,22.0
www.randolph.k12.nc.us,200,16360,81.8,53.5
www.nacisd.org,406,16358,40.29064039408867,20.0
www.bwls.net,400,16335,40.8375,26.0
www.sherrard.us,398,16328,41.02512562814071,27.0
www.newcaneyisd.org,400,16327,40.8175,24.0
www.ferndaleschools.org,398,16326,41.02010050251256,25.5
www.pisd.us,409,16305,39.86552567237164,28.0
www.centralia.k12.wa.us,405,16300,40.24691358024691,27.0
www.tri-valley.k12.sd.us,598,16251,27.17558528428094,18.0
www.jersey100.org,398,16235,40.79145728643216,27.0
www.ph.k12.in.us,835,16222,19.42754491017964,12.0
www.umatilla.k12.or.us,403,16194,40.18362282878412,30.0
www.curwensville.org,434,16188,37.29953917050691,20.0
www.mvusd.net,201,16176,80.4776119402985,62.0
www.valleyviewsd.org,200,16166,80.83,52.5
www.mayfieldschools.org,198,16153,81.58080808080808,60.5
natomasunified.org,398,16120,40.50251256281407,29.0
www.weedsport.org,198,16105,81.33838383838383,74.5
www.gresham.k12.or.us,401,16103,40.1571072319202,25.0
www.sau43.org,798,16101,20.17669172932331,13.0
www.schodack.k12.ny.us,398,16100,40.45226130653266,28.0
www.medford.k12.mn.us,398,16099,40.449748743718594,27.5
www.usd434.org,398,16092,40.4321608040201,22.5
www.middletowncityschools.com,200,16090,80.45,44.0
www.ksd111.org,398,16079,40.39949748743719,24.0
www.centerburgschools.org,398,16074,40.38693467336683,18.0
solonschools.org,198,16067,81.14646464646465,54.0
www.floraschools.com,398,16050,40.32663316582914,29.0
www.ceres.k12.ca.us,398,16038,40.2964824120603,26.0
www.center.k12.mo.us,398,16032,40.28140703517588,28.0
www.staffordmsd.org,405,16014,39.54074074074074,26.0
www.gfsd.org,199,16003,80.41708542713567,59.0
ada.k12.oh.us,398,15981,40.153266331658294,29.0
www.algierscharterschools.org,398,15980,40.15075376884422,13.0
www.nodawayvalley.org,398,15967,40.118090452261306,27.0
www.lc-ps.org,202,15957,78.9950495049505,43.5
www.commerce-city.k12.ga.us,398,15946,40.06532663316583,23.0
hamiltoncityschools.com,201,15941,79.30845771144278,37.0
www.coventryschools.org,324,15932,49.17283950617284,50.0
www.cooperisd.net,398,15930,40.02512562814071,30.0
www.gladewaterisd.com,398,15923,40.00753768844221,29.0
ccschools.k12tn.net,280,15913,56.832142857142856,25.5
www.uusd.net,398,15911,39.97738693467337,25.0
www.framingham.k12.ma.us,398,15911,39.97738693467337,14.0
www.whitecloud.net,398,15904,39.959798994974875,31.0
www.monroevilleschools.org,398,15902,39.95477386934673,19.0
www.argos.k12.in.us,398,15888,39.91959798994975,20.0
www.acpsd.net,199,15882,79.80904522613065,51.0
www.spotsylvania.k12.va.us,400,15848,39.62,15.0
www.eastprovidence.com,398,15845,39.811557788944725,17.0
www.summit.k12.nj.us,398,15834,39.78391959798995,28.5
www.murray.kyschools.us,398,15833,39.78140703517588,29.5
www.montabella.com,398,15830,39.77386934673367,22.0
www.ellington.k12.mo.us,398,15820,39.74874371859296,28.0
www.centralunified.org,398,15819,39.746231155778894,18.0
www.pendleton.k12.or.us,401,15810,39.42643391521197,25.0
www.iusd.org,402,15808,39.32338308457712,22.0
www.tsc.k12.in.us,221,15796,71.47511312217195,56.0
www.alliancecityschools.org,398,15785,39.6608040201005,24.0
www.patterson.k12.ca.us,398,15777,39.64070351758794,22.5
www.cnusd.k12.ca.us,398,15760,39.597989949748744,19.0
www.bousd.k12.ca.us,398,15744,39.55778894472362,29.0
www.dcsdk12.org,398,15740,39.54773869346734,16.0
www.marioncityschools.org,398,15740,39.54773869346734,27.0
www.galwaycsd.org,398,15736,39.537688442211056,31.0
albany.k12.or.us,404,15728,38.93069306930693,24.0
boe.maso.k12.wv.us,398,15724,39.50753768844221,28.0
www.chazy.org,411,15713,38.23114355231144,15.0
www.westcanada.org,398,15682,39.402010050251256,27.0
www.barrington220.org,198,15681,79.1969696969697,40.5
www.shelby.kyschools.us,398,15675,39.38442211055276,24.0
www.dbqschools.org,398,15674,39.381909547738694,9.0
www.cnps.us,496,15673,31.598790322580644,22.0
www.dibollisd.com,405,15669,38.68888888888889,22.0
www.york.k12.sc.us,199,15669,78.73869346733669,47.0
www.thegenerals.org,398,15665,39.35929648241206,21.0
www.whitehallcoplay.org,1106,15655,14.154611211573236,10.0
www.findlaycityschools.org,398,15651,39.324120603015075,22.0
www.oprfhs.org,398,15643,39.30402010050251,18.0
www.sandusky-city.k12.oh.us,398,15620,39.246231155778894,23.0
www.crosscountyschools.com,398,15609,39.21859296482412,28.0
www.northernhighlands.org,403,15601,38.712158808933005,25.0
www.echo.k12.or.us,804,15600,19.402985074626866,10.0
www.sowashco.k12.mn.us,198,15590,78.73737373737374,42.5
www.cucps.k12.va.us,798,15590,19.536340852130326,12.0
www.bolivarschools.org,398,15585,39.15829145728643,19.0
www.gmucsd.org,398,15582,39.15075376884422,27.0
www.ocsd62.org,409,15569,38.06601466992665,23.0
www.usd268.org,523,15554,29.739961759082217,20.0
www.lodiusd.net,398,15546,39.06030150753769,23.0
www.dayton.kyschools.us,398,15536,39.03517587939699,27.0
www.menahga.k12.mn.us,399,15521,38.899749373433586,30.0
www.rcentral.org,617,15520,25.153970826580228,11.0
www.ccaschools.org,204,15519,76.07352941176471,53.0
www.msd321.com,398,15519,38.99246231155779,24.0
www.westgenesee.org,398,15513,38.97738693467337,19.0
www.hse.k12.in.us,201,15476,76.9950248756219,44.0
www.phsd.k12.pa.us,398,15472,38.87437185929648,26.0
www.hollandpublicschools.org,398,15468,38.8643216080402,26.0
www.rvrhs.com,198,15439,77.97474747474747,39.0
www.ccsd.edu,398,15436,38.78391959798995,16.0
www.harrahschools.com,398,15434,38.778894472361806,27.0
www.bcs.k12.in.us,398,15431,38.7713567839196,29.5
www.clawsonschools.org,294,15430,52.48299319727891,36.0
www.biloxischools.net,200,15430,77.15,46.0
vansd.org,402,15426,38.37313432835821,23.0
www.bcs1.org,398,15405,38.70603015075377,27.0
www.gatewayk12.org,421,15393,36.56294536817102,20.0
www.siouxcityschools.org,398,15391,38.67085427135678,22.0
www.lawrence.k12.ma.us,398,15364,38.60301507537689,20.0
www.risingtide.org,368,15347,41.703804347826086,32.0
www.asd.wednet.edu,400,15329,38.3225,24.0
www.battlecreekpublicschools.org,398,15324,38.50251256281407,18.0
www.psdschools.org,199,15300,76.88442211055276,44.0
www.claibornepsb.org,819,15298,18.67887667887668,11.0
www.bethlehemschools.org,202,15297,75.72772277227723,48.0
www.gilmerisd.org,432,15276,35.361111111111114,22.0
www.schuylervilleschools.org,178,15275,85.81460674157303,72.0
wheelercountyschools.org,1194,15268,12.787269681742044,6.0
www.corinth.k12.ms.us,398,15267,38.35929648241206,23.0
www.biglake.k12.mn.us,201,15262,75.93034825870647,40.0
www.westville.k12.ok.us,406,15236,37.52709359605911,19.0
www.reyn.org,398,15233,38.27386934673367,27.0
www.allentownsd.org,1003,15213,15.167497507477567,5.0
www.poplarbluffschools.net,209,15213,72.78947368421052,29.0
www.kcisd.net,402,15210,37.83582089552239,22.0
www.bptech.org,198,15199,76.76262626262626,64.0
www.cacsd.org,398,15174,38.12562814070352,26.0
www.mberg.k12.ky.us,444,15174,34.17567567567568,13.5
www.tahlequahschools.org,418,15169,36.28947368421053,17.0
www.lqpv.org,398,15160,38.09045226130653,21.0
www.dundeecommunityschools.org,318,15157,47.66352201257862,24.0
www.lpcsc.k12.in.us,398,15143,38.04773869346734,19.0
www.athenscityschools.net,798,15128,18.95739348370927,10.0
www.lg.k12.ok.us,399,15123,37.902255639097746,22.0
www.minsterschools.org,199,15120,75.97989949748744,85.0
www.minnewaska.k12.mn.us,200,15116,75.58,73.5
circlevillecityschools.org,398,15113,37.972361809045225,20.5
www.piperschools.com,204,15105,74.04411764705883,45.0
www.canoncityschools.org,398,15072,37.869346733668344,27.0
ccs135.com,996,15064,15.124497991967871,10.0
www.elmoreco.com,398,15057,37.83165829145729,21.0
www.middleburghcsd.org,398,15057,37.83165829145729,26.5
www.napoleonschools.org,398,15045,37.801507537688444,24.5
www.slpschools.org,198,15039,75.95454545454545,51.0
www.dimanregional.org,202,15016,74.33663366336634,43.0
www.fortosage.net,406,14997,36.9384236453202,9.0
www.nisd.us,403,14991,37.1985111662531,23.0
www.lakesinternational.org,398,14989,37.6608040201005,31.0
www.southgateschools.com,198,14986,75.68686868686869,65.0
www.nbasd.org,398,14977,37.630653266331656,16.0
www.orchardview.org,398,14975,37.62562814070352,23.0
www.ccusd93.org,398,14953,37.57035175879397,23.0
www.cusd305.org,398,14948,37.55778894472362,24.0
www.buckeyevalley.k12.oh.us,398,14944,37.54773869346734,23.0
esd401.org,404,14942,36.98514851485149,23.0
www.troupcountyga.gov,398,14940,37.537688442211056,14.0
www.webbersfalls.k12.ok.us,399,14926,37.40852130325815,19.0
www.stockton.k12.mo.us,398,14917,37.47989949748744,29.0
www.maquoketa-v.k12.ia.us,398,14903,37.44472361809045,22.0
www.frionaisd.com,408,14895,36.50735294117647,21.0
www.cambridgema.gov,402,14881,37.017412935323385,17.0
www.mid-prairie.k12.ia.us,398,14868,37.35678391959799,25.0
www.ips.k12.ny.us,596,14860,24.93288590604027,14.0
www.bcs.k12.oh.us,398,14855,37.324120603015075,18.5
www.dekalbisd.net,403,14853,36.8560794044665,22.0
tcaps.net,411,14850,36.13138686131387,18.0
www.sau6.org,398,14844,37.2964824120603,23.0
www.guthrie.k12.ok.us,207,14840,71.69082125603865,54.0
www.basd.net,398,14839,37.28391959798995,23.0
www.isd624.org,398,14837,37.278894472361806,20.0
www.waverly.k12.oh.us,199,14829,74.51758793969849,56.0
www.cgcsd.org,399,14814,37.12781954887218,20.0
www.hesperiausd.org,200,14813,74.065,50.5
www.prague.k12.ok.us,401,14813,36.94014962593516,23.0
www.lincolncharter.org,398,14809,37.20854271356784,19.0
www.of90.net,398,14806,37.20100502512563,27.0
www.ysd.k12.sd.us,398,14792,37.165829145728644,20.0
www.mtlsd.org,198,14790,74.6969696969697,50.0
www.frewsburgcsd.org,198,14787,74.68181818181819,54.5
www.waseca.k12.mn.us,398,14786,37.15075376884422,23.0
www.jmsd.org,398,14767,37.10301507537689,24.0
www.emmettschools.org,398,14729,37.00753768844221,39.0
www.asd103.org,398,14728,37.005025125628144,22.5
www.eaglepnt.k12.or.us,409,14727,36.007334963325185,21.0
www.fifeschools.com,400,14722,36.805,24.0
www.billingsschools.org,398,14715,36.972361809045225,8.0
www.txkisd.net,398,14715,36.972361809045225,10.0
www.benton.k12.ia.us,398,14710,36.959798994974875,19.0
www.oahornets.org,398,14704,36.94472361809045,21.0
www.eanesisd.net,404,14701,36.38861386138614,22.0
harpercreek.net,398,14699,36.9321608040201,27.0
www.epulaski.k12.in.us,200,14689,73.445,61.5
www.bbpbschools.net,398,14689,36.9070351758794,29.0
www.owatonna.k12.mn.us,398,14683,36.891959798994975,19.0
www.washougal.k12.wa.us,404,14667,36.304455445544555,23.0
www.treutlen.k12.ga.us,398,14664,36.84422110552764,21.0
www.cl.k12.md.us,398,14658,36.82914572864322,19.0
www.mtwp.net,205,14651,71.46829268292683,45.0
www.msdwt.k12.in.us,398,14651,36.811557788944725,25.5
www.howeisd.net,816,14650,17.95343137254902,7.0
www.galionschools.org,398,14637,36.77638190954774,28.0
www.amphi.com,398,14615,36.721105527638194,25.0
www.walton.k12.fl.us,398,14610,36.70854271356784,23.0
www.gusd.net,198,14610,73.78787878787878,26.0
www.capitolencoreacademy.org,797,14597,18.314930991217064,12.0
www.dist156.org,398,14597,36.675879396984925,15.0
www.ebutlertigers.org,398,14593,36.665829145728644,27.0
kearnyschools.com,398,14587,36.65075376884422,27.0
www.barbertonschools.org,398,14582,36.63819095477387,25.0
www.elbacsd.org,398,14567,36.60050251256281,28.0
www.wuhsd.k12.ca.us,198,14543,73.44949494949495,53.0
www.fgsd.k12.or.us,401,14531,36.236907730673316,24.0
www.d93schools.org,398,14525,36.494974874371856,16.5
www.usd261.com,201,14519,72.23383084577114,41.0
www.spcpa.org,398,14515,36.469849246231156,33.0
www.wpcsd.org,198,14513,73.29797979797979,45.0
www.woccisd.net,399,14498,36.335839598997495,25.0
www.hillsboroisd.org,1602,14489,9.044319600499376,4.0
www.glide.k12.or.us,399,14489,36.31328320802005,28.0
www.eastcentral.k12.mn.us,398,14484,36.391959798994975,32.0
www.seneca-east.k12.oh.us,410,14483,35.32439024390244,23.0
www.huskers.k12.mo.us,596,14483,24.300335570469798,9.0
www.vallivue.org,198,14482,73.14141414141415,59.5
www.mariettaga.gov,398,14464,36.34170854271357,15.0
www.amelia.k12.va.us,403,14461,35.883374689826304,25.0
www.starcityschools.com,398,14460,36.33165829145729,21.0
www.oconee.k12.sc.us,199,14458,72.65326633165829,49.0
www.lakelandk12.org,429,14453,33.68997668997669,22.0
www.rthsd212.org,398,14450,36.30653266331658,22.0
www.smcps.org,198,14445,72.95454545454545,33.0
www.frhsd.com,198,14435,72.9040404040404,49.5
www.lchigh.net,398,14426,36.246231155778894,19.5
www.arkportcsd.org,398,14423,36.23869346733668,26.0
www.mcc.mntm.org,398,14414,36.21608040201005,22.0
www.ipcisd.net,427,14410,33.74707259953161,18.0
www.westfallschools.com,398,14410,36.20603015075377,30.5
www.bisd303.org,399,14408,36.11027568922306,27.0
www.clay.k12.in.us,203,14405,70.96059113300493,52.0
www.opelikaschools.org,219,14396,65.7351598173516,45.0
www.euclidschools.org,198,14379,72.62121212121212,37.5
www.isd518.net,398,14346,36.04522613065327,17.0
www.tcusd2.org,203,14344,70.66009852216749,35.0
www.district70.org,398,14338,36.02512562814071,17.0
www.simmsisd.net,416,14305,34.38701923076923,17.0
earlycollegenv.com,398,14296,35.91959798994975,15.0
www.rcscsd.org,201,14294,71.11442786069652,53.0
www.northmasonschools.org,400,14290,35.725,24.0
www.dawsonisd.net,425,14289,33.62117647058824,22.0
mainlandregional.net,398,14276,35.869346733668344,22.5
www.goodridge.k12.mn.us,398,14267,35.846733668341706,27.0
www.grapelandisd.net,406,14264,35.13300492610838,26.0
www.maysville.k12.oh.us,198,14251,71.97474747474747,46.0
www.lajuntaschools.org,398,14244,35.78894472361809,15.0
www.psd.ms,398,14236,35.768844221105525,20.5
www.asd20.org,203,14233,70.11330049261083,48.0
www.schroonschool.org,599,14230,23.75626043405676,15.0
www.stanlycountyschools.org,398,14227,35.746231155778894,15.0
www.staffordschools.net,399,14221,35.64160401002506,19.0
www.chuh.org,398,14217,35.721105527638194,17.0
www.fosston.k12.mn.us,377,14207,37.684350132625994,14.0
www.jubileeacademies.org,400,14200,35.5,19.0
www.clover.k12.sc.us,200,14197,70.985,36.5
dansville.org,482,14195,29.45020746887967,15.0
www.unatego.org,404,14191,35.12623762376238,17.0
www.union-city.k12.nj.us,398,14178,35.62311557788945,22.0
www.acps.k12.va.us,412,14174,34.40291262135922,15.5
www.ordps.org,398,14174,35.61306532663317,16.5
www.vcs-k12.net,398,14149,35.550251256281406,11.0
www.nottowayschools.org,399,14127,35.40601503759399,22.0
www.bcsdk12.org,398,14117,35.469849246231156,19.0
www.usd470.com,398,14105,35.43969849246231,22.5
www.flowingwellsschools.org,412,14102,34.228155339805824,20.0
www.ws.k12.ny.us,198,14100,71.21212121212122,49.5
www.brownwoodisd.org,400,14098,35.245,22.0
www.pylusd.org,198,14086,71.14141414141415,54.0
www.marion.k12.sc.us,398,14086,35.391959798994975,19.0
odonnell.esc17.net,407,14078,34.58968058968059,22.0
www.ogdensd.org,409,14069,34.39853300733496,19.0
www.chathamcentralschools.com,398,14044,35.28643216080402,20.0
www.fennvilleschools.org,398,14038,35.2713567839196,18.0
www.frazee.k12.mn.us,398,14035,35.26381909547739,22.0
www.fssd.org,417,14031,33.64748201438849,24.0
www.swshelby.k12.in.us,398,14022,35.231155778894475,28.0
www.fentonschools.org,418,14022,33.54545454545455,21.0
www.halfhollowhills.k12.ny.us,398,14021,35.2286432160804,22.0
www.cms.mntm.org,398,14020,35.22613065326633,26.0
www.bangorschools.org,280,14017,50.06071428571428,39.0
www.eagles.edu,405,14012,34.59753086419753,21.0
www.bcsdschools.net,198,14005,70.73232323232324,40.5
www.jecsd.org,198,13999,70.70202020202021,57.5
www.harlandale.net,398,13997,35.16834170854271,12.0
www.mtsd.k12.nj.us,198,13993,70.67171717171718,47.0
www.lansingburgh.org,398,13977,35.118090452261306,26.0
www.tornadotouch.net,398,13970,35.10050251256281,28.0
www.pecps.k12.va.us,402,13955,34.71393034825871,22.0
www.calhounschools.org,398,13953,35.05778894472362,15.0
www.qcusd.org,398,13950,35.050251256281406,22.0
www.eastnoble.net,198,13949,70.44949494949495,38.0
ghills.metamora.k12.il.us,403,13945,34.602977667493796,20.0
www.redclayschools.com,199,13943,70.06532663316582,30.0
www.usd251.org,398,13937,35.017587939698494,22.0
www.naperville203.org,398,13937,35.017587939698494,16.0
geneseoschools.org,198,13915,70.27777777777777,45.0
www.wyandotte.org,216,13909,64.39351851851852,42.0
www.oe.k12.mi.us,398,13891,34.902010050251256,13.0
www.dickson.k12.ok.us,398,13881,34.87688442211055,21.0
www.deubrook.com,601,13876,23.088186356073212,11.0
www.edmonds.wednet.edu,398,13856,34.814070351758794,19.0
www.wscschools.org,398,13854,34.80904522613066,15.5
osageschools.org,398,13850,34.79899497487437,32.0
www.cleverbluejays.org,398,13843,34.78140703517588,22.0
lewisboe.com,398,13840,34.77386934673367,21.0
www.shaker.org,398,13831,34.75125628140704,14.0
www.silex.k12.mo.us,398,13824,34.733668341708544,17.5
biomedscienceacademy.org,398,13821,34.72613065326633,28.0
www.usd466.com,737,13809,18.736770691994572,9.0
www.nortoncityschools.org,429,13788,32.13986013986014,23.0
www.skcs.org,398,13782,34.62814070351759,20.0
www.stpeterschools.org,398,13765,34.585427135678394,19.0
www.mcminn.k12.tn.us,207,13759,66.46859903381643,41.0
www.farmingdaleschools.org,198,13752,69.45454545454545,41.0
hopkinsschools.org,198,13744,69.41414141414141,47.0
www.marletteschools.org,398,13721,34.47487437185929,24.0
www.rockford.k12.mn.us,398,13719,34.469849246231156,23.0
www.miami.k12.ok.us,450,13709,30.464444444444446,20.5
www.whitehallschools.net,198,13709,69.23737373737374,47.5
www.westpoint.k12.ms.us,199,13683,68.75879396984925,48.0
www.ramsey.fayette.k12.il.us,398,13681,34.37437185929648,26.0
aurorak12.org,204,13679,67.05392156862744,34.0
www.websterschools.org,398,13675,34.35929648241206,12.0
www.dps61.org,398,13664,34.33165829145729,14.0
www.sjredwings.org,204,13661,66.9656862745098,41.5
www.kcsdschools.net,199,13654,68.61306532663316,36.0
www.havana126.net,398,13638,34.266331658291456,27.0
www.portervilleschools.org,398,13632,34.25125628140704,18.0
www.dfsd.org,820,13627,16.61829268292683,9.0
www.mooselake.k12.mn.us,398,13621,34.22361809045226,18.5
www.derbyschools.com,398,13617,34.21356783919598,11.0
www.gsd200.org,401,13615,33.952618453865334,20.0
www.ccpsk12.org,399,13614,34.1203007518797,23.0
www.carthagetigers.org,198,13612,68.74747474747475,44.0
www.flaglerschools.com,198,13605,68.71212121212122,43.5
www.mgusc.k12.in.us,398,13595,34.15829145728643,25.0
www.northallegheny.org,198,13591,68.64141414141415,48.5
www.hamilton-local.k12.oh.us,201,13586,67.59203980099502,41.0
www.lumberton.k12.tx.us,452,13573,30.028761061946902,11.0
www.jefcoed.com,200,13572,67.86,41.0
www.jackson.stark.k12.oh.us,198,13561,68.48989898989899,45.0
www.eastjacksonschools.org,297,13557,45.64646464646464,38.0
www.onalaskaisd.net,429,13555,31.596736596736598,24.0
www.etown.k12.ky.us,203,13551,66.75369458128078,50.0
www.goshenschoolsny.org,198,13541,68.38888888888889,46.0
www.ossiningufsd.org,398,13540,34.02010050251256,15.0
www.foley.k12.mn.us,398,13530,33.994974874371856,13.0
www.boiseschools.org,398,13530,33.994974874371856,19.0
woodfordcounty.ky.gov,398,13527,33.98743718592965,21.0
www.bataviacsd.org,398,13521,33.972361809045225,22.0
rudyard.eup.k12.mi.us,398,13514,33.95477386934673,19.0
www.aps4kids.org,398,13502,33.92462311557789,25.0
www.melissaisd.org,407,13500,33.16953316953317,17.0
www.bement.k12.il.us,398,13494,33.904522613065325,25.0
www.nbbroncos.net,398,13493,33.902010050251256,24.0
www.palos118.org,398,13456,33.80904522613066,24.0
newhomeisd.org,409,13445,32.872860635696824,13.0
www.evsd90.org,407,13442,33.027027027027025,20.0
www.ftsd.org,524,13440,25.64885496183206,15.0
llsdk12.org,398,13432,33.74874371859296,13.0
www.austintownschools.org,398,13423,33.72613065326633,17.0
www.joplinschools.org,200,13414,67.07,37.0
www.egrps.org,283,13411,47.3886925795053,31.0
www.paducah.kyschools.us,398,13403,33.675879396984925,21.0
www.charleston.k12.il.us,398,13397,33.6608040201005,19.5
www.a-ccentral.com,398,13396,33.65829145728643,20.0
www.gvisd.org,410,13391,32.6609756097561,22.5
www.bpcsd.org,200,13390,66.95,53.0
www.crestviewknights.com,600,13389,22.315,9.0
www.steelvalleysd.org,398,13386,33.63316582914573,14.5
www.oakhill.k12.oh.us,349,13384,38.34957020057307,13.0
www.glcsd.org,398,13384,33.62814070351759,13.0
www.morrisschools.net,419,13383,31.94033412887828,17.0
www.yadkin.k12.nc.us,200,13381,66.905,45.5
www.durand.k12.mi.us,250,13376,53.504,36.0
www.ulysses.org,994,13353,13.433601609657948,9.0
www.dps.k12.oh.us,398,13337,33.51005025125628,11.0
www.reardan.net,400,13323,33.3075,21.0
bps.k12.mt.us,398,13310,33.44221105527638,16.0
www.valpo.k12.in.us,205,13307,64.91219512195121,46.0
www.cherokee.k12.nc.us,222,13306,59.93693693693694,31.0
www.southcountry.org,198,13305,67.1969696969697,26.5
www.jpsonline.org,198,13294,67.14141414141415,49.0
www.troyareasd.org,398,13294,33.402010050251256,19.0
www.bradleyschools.com,398,13293,33.39949748743719,25.0
www.auburnpublicschools.org,398,13292,33.39698492462311,15.0
www.nelson.kyschools.us,396,13292,33.56565656565657,27.0
www.marlboroschools.org,398,13288,33.38693467336683,20.0
www.hvs.org,203,13286,65.44827586206897,45.0
indianhillschools.org,398,13281,33.369346733668344,30.5
www.srisd.org,404,13278,32.866336633663366,20.0
www.kunaschools.org,398,13274,33.35175879396985,21.0
www.rochester.wednet.edu,398,13261,33.31909547738694,15.5
www.wyoming.k12.mi.us,400,13258,33.145,23.0
www.bcahs.com,203,13249,65.26600985221675,46.0
www.canandaiguaschools.org,198,13240,66.86868686868686,47.5
www.cardinalcomet.com,398,13239,33.26381909547739,18.0
www.tisd.us,400,13235,33.0875,24.0
www.r-pschools.com,200,13227,66.135,52.0
www.prs.k12.ar.us,398,13220,33.21608040201005,19.0
www.dcps.dc.gov,198,13219,66.76262626262626,31.0
www.chisholm.k12.mn.us,398,13216,33.20603015075377,25.0
www.stilwellk12.org,800,13213,16.51625,12.0
www.eskymos.com,210,13208,62.89523809523809,36.0
www.mjays.us,398,13205,33.178391959798994,24.0
www.craw.org,410,13197,32.18780487804878,18.0
www.marcelineschools.org,596,13197,22.142617449664428,9.0
