domain,n_posts,total_engagement,median_engagement
www.hickoryschools.net,398,17677,28.0
www.rcs.rome.ga.us,398,17676,26.0
www.worthschools.net,398,17652,23.0
www.mtairy.k12.nc.us,398,17636,25.0
www.smcoe.org,398,17623,4.0
wwcsd.net,398,17618,21.0
www.daytonisd.net,398,17609,27.0
www.wvsdonline.com,398,17582,30.0
www.rdale.org,398,17527,28.0
www.claymontschools.org,398,17521,33.0
www.ts4arts.org,398,17504,37.0
www.accs.k12.in.us,398,17495,23.0
www.parkrapids.k12.mn.us,398,17463,22.5
www.corinthcsd.org,398,17453,30.5
www.pavilioncsd.org,398,17424,38.0
www.ccpsd.k12.va.us,398,17400,33.0
www.eastquogue.k12.ny.us,398,17377,31.0
www.desotocountyschools.org,398,17308,22.0
www.fusd1.org,398,17301,23.0
www.nrschools.org,398,17261,27.5
www.isd361.k12.mn.us,398,17257,30.0
www.hannibalcsd.org,398,17015,30.0
www.lynwood.k12.ca.us,398,16973,30.0
www.kearsarge.org,398,16932,29.0
www.hudsoncityschooldistrict.com,398,16916,25.5
www.danburyschools.org,398,16886,26.0
www.greensburgsalem.org,398,16886,35.0
www.glynn.k12.ga.us,398,16882,26.0
www.checotah.k12.ok.us,398,16882,29.5
www.nevadacubs.org,398,16867,21.0
www.livingston.org,398,16839,21.5
www.woodburysch.com,398,16804,23.0
www.lebanonschools.org,398,16798,17.0
www.catoosa.com,398,16788,25.0
lakesidesd.org,398,16780,28.0
mlb.sau29.org,398,16772,31.0
doniphanr1.k12.mo.us,398,16766,26.0
www.highlandschools.org,398,16753,24.0
www.d124.org,398,16728,28.0
www.movalleyschools.org,398,16722,32.0
www.cps-k12.org,398,16661,20.0
www.usd443.org,398,16657,29.0
www.ccusd.org,398,16634,24.0
www.scsd2.k12.in.us,398,16617,27.5
www.sidneyraiders.org,398,16607,26.5
www.newton-conover.org,398,16598,23.0
www.catoosaps.net,398,16566,31.0
www.unitedsd.net,398,16524,21.5
www.icschools.us,398,16520,28.5
www.dusters.org,398,16496,22.0
www.hamilton.k12.nj.us,398,16489,23.0
www.shps.org,398,16467,21.5
www.schodack.k12.ny.us,398,16100,28.0
www.medford.k12.mn.us,398,16099,27.5
www.usd434.org,398,16092,22.5
www.ksd111.org,398,16079,24.0
www.centerburgschools.org,398,16074,18.0
www.floraschools.com,398,16050,29.0
www.ceres.k12.ca.us,398,16038,26.0
www.center.k12.mo.us,398,16032,28.0
ada.k12.oh.us,398,15981,29.0
www.algierscharterschools.org,398,15980,13.0
www.nodawayvalley.org,398,15967,27.0
www.commerce-city.k12.ga.us,398,15946,23.0
www.cooperisd.net,398,15930,30.0
www.gladewaterisd.com,398,15923,29.0
www.uusd.net,398,15911,25.0
www.framingham.k12.ma.us,398,15911,14.0
www.whitecloud.net,398,15904,31.0
www.monroevilleschools.org,398,15902,19.0
www.argos.k12.in.us,398,15888,20.0
www.eastprovidence.com,398,15845,17.0
www.summit.k12.nj.us,398,15834,28.5
www.murray.kyschools.us,398,15833,29.5
www.montabella.com,398,15830,22.0
www.ellington.k12.mo.us,398,15820,28.0
www.centralunified.org,398,15819,18.0
www.alliancecityschools.org,398,15785,24.0
www.patterson.k12.ca.us,398,15777,22.5
www.cnusd.k12.ca.us,398,15760,19.0
www.bousd.k12.ca.us,398,15744,29.0
www.dcsdk12.org,398,15740,16.0
www.marioncityschools.org,398,15740,27.0
www.galwaycsd.org,398,15736,31.0
boe.maso.k12.wv.us,398,15724,28.0
www.westcanada.org,398,15682,27.0
www.shelby.kyschools.us,398,15675,24.0
www.dbqschools.org,398,15674,9.0
www.ccsd.edu,398,15436,16.0
www.harrahschools.com,398,15434,27.0
www.bcs.k12.in.us,398,15431,29.5
www.bcs1.org,398,15405,27.0
www.siouxcityschools.org,398,15391,22.0
www.lawrence.k12.ma.us,398,15364,20.0
www.battlecreekpublicschools.org,398,15324,18.0
www.corinth.k12.ms.us,398,15267,23.0
www.reyn.org,398,15233,27.0
www.cacsd.org,398,15174,26.0
www.lqpv.org,398,15160,21.0
www.lpcsc.k12.in.us,398,15143,19.0
circlevillecityschools.org,398,15113,20.5
www.canoncityschools.org,398,15072,27.0
www.elmoreco.com,398,15057,21.0
www.middleburghcsd.org,398,15057,26.5
www.napoleonschools.org,398,15045,24.5
www.lakesinternational.org,398,14989,31.0
www.nbasd.org,398,14977,16.0
www.orchardview.org,398,14975,23.0
www.ccusd93.org,398,14953,23.0
www.cusd305.org,398,14948,24.0
www.buckeyevalley.k12.oh.us,398,14944,23.0
www.troupcountyga.gov,398,14940,14.0
www.stockton.k12.mo.us,398,14917,29.0
www.maquoketa-v.k12.ia.us,398,14903,22.0
www.mid-prairie.k12.ia.us,398,14868,25.0
www.bcs.k12.oh.us,398,14855,18.5
www.galionschools.org,398,14637,28.0
www.amphi.com,398,14615,25.0
www.walton.k12.fl.us,398,14610,23.0
www.dist156.org,398,14597,15.0
www.ebutlertigers.org,398,14593,27.0
kearnyschools.com,398,14587,27.0
www.barbertonschools.org,398,14582,25.0
www.elbacsd.org,398,14567,28.0
www.d93schools.org,398,14525,16.5
www.spcpa.org,398,14515,33.0
www.eastcentral.k12.mn.us,398,14484,32.0
www.mariettaga.gov,398,14464,15.0
www.starcityschools.com,398,14460,21.0
www.rthsd212.org,398,14450,22.0
www.lchigh.net,398,14426,19.5
www.arkportcsd.org,398,14423,26.0
www.mcc.mntm.org,398,14414,22.0
www.westfallschools.com,398,14410,30.5
www.isd518.net,398,14346,17.0
www.district70.org,398,14338,17.0
earlycollegenv.com,398,14296,15.0
mainlandregional.net,398,14276,22.5
www.goodridge.k12.mn.us,398,14267,27.0
www.lajuntaschools.org,398,14244,15.0
www.psd.ms,398,14236,20.5
www.stanlycountyschools.org,398,14227,15.0
www.chuh.org,398,14217,17.0
www.union-city.k12.nj.us,398,14178,22.0
www.ordps.org,398,14174,16.5
www.vcs-k12.net,398,14149,11.0
www.bcsdk12.org,398,14117,19.0
www.usd470.com,398,14105,22.5
www.marion.k12.sc.us,398,14086,19.0
www.chathamcentralschools.com,398,14044,20.0
www.fennvilleschools.org,398,14038,18.0
www.frazee.k12.mn.us,398,14035,22.0
www.swshelby.k12.in.us,398,14022,28.0
www.halfhollowhills.k12.ny.us,398,14021,22.0
www.cms.mntm.org,398,14020,26.0
www.harlandale.net,398,13997,12.0
www.lansingburgh.org,398,13977,26.0
www.tornadotouch.net,398,13970,28.0
www.calhounschools.org,398,13953,15.0
www.qcusd.org,398,13950,22.0
www.usd251.org,398,13937,22.0
www.naperville203.org,398,13937,16.0
www.oe.k12.mi.us,398,13891,13.0
www.dickson.k12.ok.us,398,13881,21.0
www.edmonds.wednet.edu,398,13856,19.0
www.wscschools.org,398,13854,15.5
osageschools.org,398,13850,32.0
www.cleverbluejays.org,398,13843,22.0
lewisboe.com,398,13840,21.0
www.shaker.org,398,13831,14.0
www.silex.k12.mo.us,398,13824,17.5
biomedscienceacademy.org,398,13821,28.0
www.manchestertwp.org,398,9585,13.0
www.wolsey-wessington.k12.sd.us,398,9571,15.5
llacharter.org,398,9570,18.0
usd220.net,398,9547,14.0
www.wayneschools.org,398,9543,10.0
www.meridianmustangs.org,398,9530,11.0
www.themiddlecollege.org,398,9514,12.0
www.garrison.k12.nd.us,398,9513,15.0
www.mpusd.k12.ca.us,398,9493,16.5
hanoverschools.org,398,9492,11.0
www.gtown.k12.oh.us,398,9487,19.5
www.heartlandschools.org,398,9486,16.0
cole-mo.schoolloop.com,398,9476,10.0
www.cvilleschools.com,398,9470,12.0
www.ltps.org,398,9467,12.0
www.forestareaschools.org,398,9449,12.0
glenview34.org,398,9436,11.0
magazinerattlers.k12.ar.us,398,9416,14.0
www.lafourchegov.org,398,9406,11.0
www.pleasantvilleschools.com,398,9405,11.0
www.fsmilitary.org,398,9399,12.5
www.promiseacademycharter.org,398,9390,18.0
www.eischools.org,398,9374,16.0
www.mcduffie.k12.ga.us,398,9367,10.0
www.leeton.k12.mo.us,398,9356,13.0
www.north-cedar.org,398,9340,12.0
www.locklandschools.org,398,9336,18.0
www.nvusd.org,398,9310,12.0
www.valleyheights.org,398,9309,12.0
www.weehawken.k12.nj.us,398,9298,11.0
www.norris160.org,398,9279,2.0
ccr3.k12.mo.us,398,9243,18.0
www.crosslakekids.org,398,9243,16.0
www.dist46.org,398,9226,20.0
www.central51.net,398,9223,17.0
believe.kippneworleans.org,398,9218,9.0
www.lone-tree.k12.ia.us,398,9197,10.0
www.usd448.com,398,9183,17.0
www.millville.k12.pa.us,398,9182,13.5
www.franklin.k12.al.us,398,9155,11.0
www.richland2.org,398,9139,7.0
www.sjusd.org,398,9136,13.0
www.worldatlas.com,398,9127,17.0
www.goapa.org,398,9119,14.0
www.chardon.k12.oh.us,398,9114,18.0
www.d57.org,398,9111,12.0
www.greenviewschools.org,398,9087,15.0
www.lvcsd.k12.ny.us,398,9076,15.0
www.amity.k12.or.us,398,9074,14.5
www.windham.k12.ct.us,398,9071,13.5
la-schools.com,398,9066,14.0
www.erschools.org,398,9044,17.0
www.triopiacusd27.org,398,9028,11.0
www.riverside.k12.oh.us,398,9022,10.0
www.w-central.k12.ia.us,398,9016,8.0
www.everett.k12.ma.us,398,9001,10.0
www.dcseagles.org,398,8980,11.0
www.knoxkyschools.com,398,8972,13.0
barbourvilleind.com,398,8963,13.0
www.comfreyps.new.rschooltoday.com,398,8954,20.0
www.bellevue.kyschools.us,398,8949,13.5
www.coltsneckschools.org,398,8948,16.0
www.compton.k12.ca.us,398,8939,13.0
www.cgsnc.org,398,8935,17.0
www.gf.k12.ar.us,398,8929,14.0
www.kippphiladelphia.org,398,8912,11.0
www.usd462.org,398,8901,16.0
www.shenandoah.k12.in.us,398,8901,9.0
littletonaz.org,398,8899,16.5
www.upsala.k12.mn.us,398,8878,13.0
www.stignatiusschools.org,398,8844,15.0
www.marion.k12.in.us,398,8834,11.0
www.weatherlysd.org,398,8832,12.0
www.pavcs.org,398,8826,7.0
plymouth.heritageacademies.com,398,8814,15.0
www.roanokecityschools.org,398,8810,13.0
www.s-hamilton.k12.ia.us,398,8808,11.0
www.dillon.k12.sc.us,398,8802,11.0
myrcsd.org,398,8797,14.0
www.larimorek12.org,398,8780,14.0
www.n-tama.k12.ia.us,398,8779,10.0
www.glowacademy.net,398,8768,13.0
sks.k12.mo.us,398,8743,17.5
www.clinton.k12.in.us,398,8724,10.5
www.bendist25.org,398,8701,17.0
www.bronaughschools.net,398,8672,17.0
www.fcsk12.net,398,8668,14.0
www.nilesschools.org,398,8648,12.0
www.diamondwildcats.org,398,8647,11.0
www.worcestercs.org,398,8614,17.5
www.fairplay.k12.mo.us,398,8566,12.0
www.suttonpublicschool.org,398,8557,10.0
www.eulaisd.us,398,8550,14.0
www.northeastacademy.org,398,8548,12.0
www.northwood.k12.wi.us,398,8502,9.0
www.foxboroughrcs.org,398,8489,13.0
www.skiatookschools.org,398,8487,9.0
www.kcsd.k12.pa.us,398,8482,17.0
www.orange.k12.nj.us,398,8477,11.0
www.yuma.org,398,8468,14.0
www.abbottisd.org,398,8451,16.0
www.crestviewrebels.org,398,8439,11.0
www.oakwoodschools.org,398,8414,15.0
www.peck.k12.mi.us,398,8406,12.0
www.southkingstownri.com,398,8383,9.5
hillcrest.k12.ar.us,398,8350,11.0
www.fairfield.k12.mt.us,398,8347,12.0
www.lyonsdecaturschools.org,398,8323,12.0
www.southcentralschools.org,398,8319,8.0
www.union.k12.ia.us,398,8314,9.5
www.avingerisd.net,398,8302,11.0
husd4.org,398,8285,17.0
www.buffaloislandcentral.com,398,8279,5.0
www.rvwolverines.org,398,8257,13.0
www.husd.k12.ca.us,398,8237,13.0
www.rsu18.org,398,8233,12.5
www.careeracademysb.com,398,8223,13.5
www.ellendale.k12.nd.us,398,8222,9.0
www.hollandcsd.org,398,8202,12.0
www.beachwoodschools.org,398,8198,12.0
www.e-hawks.org,398,8195,11.5
www.hpsk12.net,398,8193,7.0
www.bertie.k12.nc.us,398,8187,8.0
www.washtwpsd.org,398,8173,19.0
www.germantowncsd.org,398,8173,15.0
purdyk12.com,398,8158,10.0
www.paulding.gov,398,8136,6.0
www.vcoe.org,398,8133,11.0
www.shelby.esu7.org,398,8130,7.0
www.kcsmn.org,398,8129,14.0
www.excelacademy.org,398,8113,14.0
www.lpcsd.org,398,8100,10.0
www.w-marshall.k12.ia.us,398,8099,7.0
www.creightonpublicschools.org,398,8093,10.5
www.palcs.org,398,8079,13.0
www.sjcoe.org,398,8072,13.0
www.uniontown235.org,398,8068,14.0
www.lbschools.net,398,8060,12.0
www.panaschools.com,398,8031,13.0
www.morrisonschools.org,398,8014,7.0
www.dennistwpschools.org,398,7990,16.0
www.garycsc.k12.in.us,398,7959,7.0
www.alpenaschools.com,398,7958,5.5
www.central.k12.ia.us,398,7949,9.5
indians.wsc.k12.ar.us,398,7911,9.0
www.lancaster.k12.oh.us,398,7908,8.0
www.russellville.kyschools.us,398,7886,12.0
hartcounty.ky.gov,398,7871,9.0
www.loupcitypublicschools.org,398,7870,11.0
choctaw.k12.ms.us,398,7869,9.5
www.dixonusd.org,398,7861,10.0
www.mahwah.k12.nj.us,398,7848,15.0
www.orangevillecusd.com,398,7840,9.0
www.yorkarcs.org,398,7808,11.0
www.tioga.k12.nd.us,398,7803,8.0
www.btboe.org,398,7795,11.0
www.mayportcg.com,398,7793,9.5
www.klschools.org,398,7751,13.0
www.alburnettcsd.org,398,7738,8.0
www.bascs.org,398,7737,12.0
www.franklincsd.org,398,7734,15.0
www.windsorct.org,398,7731,6.0
www.penderschools.org,398,7718,4.5
www.keota.k12.ok.us,398,7691,10.0
www.wusd.k12.ca.us,398,7673,11.0
www.pomounties.org,398,7667,12.0
www.usd215.org,398,7659,13.0
www.tri-countyschools.com,398,7650,11.0
www.woodrivereagles.org,398,7639,9.0
www.venusisd.net,398,7624,12.0
www.wesd185.org,398,7616,15.0
www.mtayrschools.org,398,7615,8.0
www.youngstown.k12.oh.us,398,7611,11.0
www.bowman.k12.nd.us,398,7607,6.0
www.grand-valley.k12.oh.us,398,7558,11.0
www.celebratedouglascounty.com,398,7547,6.0
www.cajonvalley.net,398,7531,10.0
www.isd319.org,398,7500,9.0
www.ridgewood.k12.nj.us,398,7468,6.0
www.ncschool.k12.oh.us,398,7463,10.0
www.ridgefieldsd.org,398,7417,11.0
www.cotopaxire3.org,398,7399,13.0
www.pc.k12.ms.us,398,7397,13.0
www.mpvschools.com,398,7393,15.0
www.isle.k12.mn.us,398,7384,6.5
www.mortonisd.net,398,7378,11.5
www.earlvillecusd9.org,398,7360,10.0
brevard.teamcfa.org,398,7345,12.0
www.northampton.k12.nc.us,398,7340,12.0
www.hillsborok12.com,398,7300,10.0
www.cjsd.k12.az.us,398,7260,13.0
www.lonedell.org,398,7212,9.0
mcr1.us,398,7201,6.0
glendale.legacytraditional.org,398,7155,14.0
www.westbuffalocharter.org,398,7154,15.0
www.middletwp.k12.nj.us,398,7114,12.5
www.colegioaz.com,398,7104,13.0
meadowisd.net,398,7091,10.0
www.swanville.k12.mn.us,398,7073,13.0
anthemprep.greatheartsamerica.org,398,7063,14.0
www.canfield.access-k12.org,398,7061,7.0
www.noahwebsteracademy.org,398,7048,16.0
www.wisnerpilger.org,398,7034,2.0
uncommonschools.org,398,7034,7.0
www.panoramaschools.org,398,7032,7.0
www.creteschools.com,398,7032,10.0
www.dist110.com,398,7014,14.0
www.almasd.net,398,6987,9.5
www.odinpublicschools.org,398,6982,7.5
www.julesburg.org,398,6966,14.0
www.salinascity.k12.ca.us,398,6929,11.0
www.franklinregional.k12.pa.us,398,6910,6.0
www.usd389.net,398,6908,9.0
www.bismarckr5.org,398,6899,8.0
www.iukaschool.com,398,6896,11.0
www.dexterdemons.org,398,6878,8.5
www.austinachieve.org,398,6872,12.0
www.elwoodpirates.org,398,6855,9.0
www.mapsnet.org,398,6851,10.0
www.tvilleschools.org,398,6840,11.0
www.belfast.wnyric.org,398,6836,12.0
www.leoti.org,398,6830,7.0
www.cm201u.org,398,6805,12.0
almadelmar.org,398,6796,12.0
www.waitsburgsd.org,398,4806,6.0
www.randstadusa.com,398,4781,10.0
www.rhpcs.org,398,4728,5.0
www.susd.org,398,4697,6.0
www.triad.k12.oh.us,398,4686,8.0
www.stjamesla.com,398,4671,3.0
www.ekhla.org,398,4666,8.0
www.ncp.k12.in.us,398,4650,3.0
www.macharter.org,398,4645,9.0
www.icimagine.org,398,4638,5.5
usd322.org,398,4637,6.0
lorainprep.org,398,4629,9.0
www.bloomfieldschools.net,398,4623,6.0
prevail.heritageacademies.com,398,4602,8.0
www.lacschool.org,398,4589,7.0
www.cedarbluffsschools.org,398,4538,4.0
www.hudsoncharter.org,398,4522,9.0
www.srpmic-ed.org,398,4478,8.0
www.usd298.com,398,4436,4.0
www.kippwashingtonheights.org,398,4424,7.0
www.caurusacademy.org,398,4398,7.0
lavca.k12.com,398,4395,7.0
www.lyncourtschool.org,398,4394,8.0
www.lucernevalleyusd.org,398,4393,7.0
www.brooklyncenterschools.org,398,4351,8.0
www.richfieldcsd.org,398,4342,5.0
www.mcgregor-isd.org,398,4320,5.0
www.orange-elem.org,398,4319,7.0
www.semmustangs.org,398,4318,6.0
www.peetzschool.org,398,4318,6.5
www.rainierprep.org,398,4291,9.0
www.sd232.k12.id.us,398,4285,5.0
www.dukecitysd.org,398,4200,6.0
www.max.k12.nd.us,398,4196,4.0
www.iaf-sabis.net,398,4171,6.0
walker.heritageacademies.com,398,4165,4.0
www.gcssk12.net,398,4156,6.0
www.blackwater.k12.mo.us,398,4121,8.0
www.usd387.org,398,4104,6.0
www.fullertonsd.org,398,4091,3.0
www.normandysc.org,398,4073,5.5
www.andrew.k12.ia.us,398,4067,7.0
www.nwarctic.org,398,4037,11.0
archwaynorthphoenix.org,398,4017,8.0
www.hazelparkschools.org,398,4010,2.0
www.holleycsd.org,398,3957,6.0
www.lohnisd.net,398,3956,5.0
www.plainfieldnjk12.org,398,3934,6.0
www.marblefallsisd.org,398,3917,2.0
www.floodwood.k12.mn.us,398,3915,5.0
www.wdbqschools.org,398,3906,3.0
www.bigstonecity.k12.sd.us,398,3874,7.0
www.bostoncollegiate.org,398,3828,6.0
www.fccps.org,398,3818,5.0
www.elsinboroschool.org,398,3808,4.0
www.bvisd.net,398,3800,6.0
www.havasuprepele.com,398,3791,8.0
www.emmons33.org,398,3780,7.0
www.hartfordschools.org,398,3751,6.0
www.emanuelco-ga.gov,398,3741,5.0
www.glenrocknj.org,398,3740,4.0
www.savsd.org,398,3732,8.0
www.silvisrockets.com,398,3721,4.5
www.lakeschool.org,398,3721,7.0
www.highlandselementary.org,398,3716,4.0
www.uprepschools.com,398,3688,4.0
www.chamberspublic.org,398,3658,3.0
www.winlockschools.org,398,3654,5.0
hhpa.k12.com,398,3616,5.0
www.wmucsd.org,398,3610,3.0
www.bcoe.org,398,3604,4.0
www.lkgeorge.org,398,3601,1.0
www.passaiccharter.org,398,3577,6.0
www.alden-hebron.org,398,3553,4.0
waterford.ccsuvt.net,398,3543,5.0
www.sllis.org,398,3517,5.0
www.storefrontacademycs.org,398,3508,7.0
nolapublicschools.com,398,3507,5.0
www.twpunionschools.org,398,3495,5.0
www.helendalesd.org,398,3493,5.0
www.sd365.us,398,3489,2.0
www.d105.net,398,3485,5.0
www.democracyprep.org,398,3479,6.0
www.greenfield.k12.ca.us,398,3404,5.0
segueifl.org,398,3396,6.0
www.odysseycharter.net,398,3385,6.0
franklincounty.ky.gov,398,3348,3.0
endeavor.heritageacademies.com,398,3348,5.0
rockdalecountyga.gov,398,3346,2.0
www.ecuea.com,398,3337,6.0
www.marinschools.org,398,3327,3.0
www.hmcharterschool.org,398,3297,7.0
www.nwhite.k12.in.us,398,3282,5.0
www.cmcboe.org,398,3280,6.0
www.lisaacademy.org,398,3249,5.0
www.cliffsidepark.edu,398,3244,6.0
www.pwsd44.com,398,3242,5.0
sis.sabis.net,398,3240,7.0
www.cookcountyschools.org,398,3219,4.0
www.town.winthrop.ma.us,398,3217,4.0
www.fairfieldpaschools.org,398,3211,3.0
www.bergencharter.org,398,3198,4.0
www.thedfordschools.org,398,3194,5.0
www.steelcityacademy.org,398,3185,5.0
www.lmsvsd.org,398,3171,3.0
www.tmsacharter.org,398,3170,4.0
www.wl.k12.ia.us,398,3147,3.0
www.salisburycentral.org,398,3144,6.0
panolabearcats.org,398,3139,4.0
www.bugsbrooklyn.org,398,3131,5.0
www.slaterschools.net,398,3115,2.0
www.keeneschoolsnh.org,398,3112,4.0
geoprep.org,398,3100,4.0
www.lakes.k12.in.us,398,3091,4.0
www.sccoe.org,398,3073,6.0
archwaytrivium.greatheartsamerica.org,398,3052,5.0
www.beaconacademyedu.org,398,3033,6.0
www.fultoncountyga.gov,398,3006,5.0
www.smuhsd.org,398,3003,4.0
www.dy-regional.k12.ma.us,398,2980,6.0
www.assumptionla.com,398,2971,4.0
www.wnrockets.com,398,2963,2.0
excellacademy.org,398,2960,5.0
www.pomona.k12.ca.us,398,2906,4.0
www.kendallschools.org,398,2871,4.0
usd216.org,398,2868,3.0
www.lacoe.edu,398,2857,5.0
kannapolischarter.org,398,2836,5.0
www.plano88.org,398,2744,3.0
www.crestonschools.org,398,2722,2.0
www.bonnevilleacademy.org,398,2717,4.0
walton.heritageacademies.com,398,2673,2.0
cornerstoneacad.org,398,2658,5.0
www.riversidenews.webs.com,398,2605,2.0
www.pvusd.net,398,2600,4.0
www.rochesterdiscovery.com,398,2597,5.0
www.sharoncenterschool.org,398,2578,4.0
www.jsusd.org,398,2577,4.0
www.northkingstown.org,398,2563,2.0
www.charterschoolsusa.com,398,2550,4.0
www.busd.org,398,2547,4.0
www.kpsdschools.org,398,2515,2.0
www.legacyprep.org,398,2490,4.0
www.lincoln-academy.org,398,2482,2.0
estancia.com,398,2442,5.0
csalcharterschools.org,398,2433,4.0
www.amanda.k12.oh.us,398,2422,2.0
www.southpointeelem.com,398,2399,4.0
www.creativemindspcs.org,398,2365,5.0
www.greaterbrunswick.org,398,2361,3.0
www.icmsokc.com,398,2350,3.0
www.kippdfw.org,398,2343,4.0
www.shsd151.org,398,2324,5.0
www.riversideschools.org,398,2288,2.0
www.maranausd.org,398,2276,3.0
www.douglassacademy.net,398,2242,3.0
www.ohva.org,398,2238,3.0
idva.k12.com,398,2218,2.0
www.gilbertartsacademy.com,398,2212,4.0
www.cliftonisd.org,398,2201,2.0
www.d168.org,398,2187,4.0
www.rungeisd.org,398,2165,3.0
www.sutter.k12.ca.us,398,2147,1.0
www.sbcsica.org,398,2145,4.0
www.winfreeacademy.com,398,2103,4.0
www.summit.k12.co.us,398,2085,3.0
www.elkhornvalleyschools.org,398,2072,1.0
www.rivendellschool.org,398,2054,3.0
www.cville.kyschools.us,398,2031,0.0
www.lasd.k12.pa.us,398,2022,1.0
www.azva.org,398,2009,4.0
www.district31.net,398,1990,3.0
www.brinkleyschools.com,398,1989,2.0
acalincolnp.com,398,1988,3.0
iberiaparishgovernment.com,398,1906,3.0
www.hollingworthschool.com,398,1858,4.0
www.easternyork.com,398,1810,1.0
www.sccs.santacruz.k12.ca.us,398,1808,3.0
www.corbett.k12.or.us,398,1803,2.0
www.lenoircityschools.com,398,1802,2.0
vlacs.org,398,1788,3.0
www.arva.org,398,1764,3.0
www.gckats.net,398,1718,3.0
www.pcoe.k12.ca.us,398,1715,2.0
www.sd163.com,398,1703,3.0
www.lpelc.com,398,1693,3.0
nces.ed.gov,398,1690,4.0
www.challengeprepcharter.org,398,1624,3.5
www.neocollegeprep.org,398,1622,2.0
www.brooksidecharter.org,398,1611,3.0
paramount.heritageacademies.com,398,1584,2.0
columbusata.org,398,1572,2.0
www.maldenps.org,398,1566,1.0
athlosstcloud.org,398,1482,2.0
www.paulcharter.org,398,1479,2.0
oakside.heritageacademies.com,398,1474,2.0
tolbertacademy.org,398,1444,2.0
lifetechacademy.org,398,1411,3.0
www.aims-unm.org,398,1401,2.0
www.barnegatschools.com,398,1395,2.0
www.gemsschool.org,398,1392,0.0
arcataschooldistrict.org,398,1349,1.0
www.ohusc.k12.in.us,398,1339,2.0
www.ccoe.k12.ca.us,398,1311,2.0
www.kempisd.org,398,1294,2.0
www.steamboatschools.net,398,1268,1.0
www.pacrim.org,398,1258,2.0
mglva.k12.com,398,1241,1.0
cg.noacsc.org,398,1126,1.0
www.lawndalesd.net,398,1102,1.0
www.novaacademy.org,398,1096,2.0
www.eusd.net,398,1058,1.0
www.appletreeinstitute.org,398,1021,2.0
www.frontierschools.org,398,1019,1.0
www.mc2school.org,398,865,1.0
www.thecharlesschool.org,398,774,0.0
www.kidslinked.com,398,714,1.0
www.starkcchsedu.org,398,707,1.0
hvam.k12.com,398,566,0.0
www.upcsk5.net,398,525,1.0
ha.k12.com,398,386,0.0
www.prepatechighschool.org,398,128,0.0
www.uhcs-newark.org,398,70,0.0
www.lfcisd.net,398,66325,104.5
www.parkhill.k12.mo.us,398,31601,44.0
www.methacton.org,398,27077,32.5
www.tacomaschools.org,398,63667,72.5
www.daltonpublicschools.com,398,26723,43.5
www.ctasd.org,398,24584,50.5
www.antioch.k12.ca.us,398,24476,44.0
www.christian.kyschools.us,398,24412,38.0
www.hisd.com,398,24400,45.5
www.fairfieldcityschools.com,398,24399,30.0
myvolusiaschools.org,398,24334,44.0
www.molineschools.org,398,26121,43.0
www.dpsnc.net,398,24244,34.0
www.nsd131.org,398,24104,38.0
www.richlandone.org,398,24094,31.0
www.searcyschools.org,398,24055,40.0
www.nesd1.org,398,24022,44.0
www.lakelandschools.org,398,24013,35.5
www.parmacityschools.org,398,23976,27.5
www.mattoon.k12.il.us,398,23951,39.0
www.iss.k12.nc.us,398,23866,29.0
www.waterbury.k12.ct.us,398,23865,36.0
www.marysvilleschools.us,398,23842,45.0
www.woboe.org,398,22433,29.0
www.auhsd.us,398,22429,37.0
www.woodstockschools.org,398,22408,33.0
www.rcsdk12.org,398,22407,28.0
www.fresnounified.org,398,25767,29.0
www.rapidriver.k12.mi.us,398,6717,7.0
www.mancosre6.edu,398,6694,9.0
www.rcsd.k12.ca.us,398,5248,10.0
www.dnhcsd.org,398,27265,56.0
www.rioschools.org,398,5949,7.0
www.smps.k12.ok.us,398,5247,7.0
www.lisle202.org,398,6257,8.0
www.pittsburg.k12.ca.us,398,23347,38.0
www.swedesboro-woolwich.com,398,6587,11.0
www.sjbparish.com,398,6251,7.0
www.wssd.org,398,25279,42.0
www.medford.k12.or.us,398,27061,43.0
www.canyonisd.net,398,23579,34.0
wilsonisd.org,398,5222,10.5
www.taschools.org,398,5211,6.0
www.daviesskyschools.org,398,23713,32.0
www.lccsnj.org,398,6584,12.0
www.rulh.us,398,5933,6.0
www.rfsd.org,398,5194,6.0
www.margarettaschooldistrict.com,398,22737,31.5
www.sarasotacountyschools.net,398,25670,34.0
www.lexington1.net,398,25982,37.0
springportschools.net,398,6677,8.0
www.greenisland.org,398,5179,8.0
www.usd353.com,398,6227,8.0
sccsd.org,398,6677,7.0
www.tmsacademy.org,398,6573,10.0
www.lexrich5.org,398,23308,38.0
www.mtvernoncsd.org,398,24954,31.0
www.charterdayschool.net,398,5922,8.0
www.treynorschools.org,398,66034,81.0
veritasprep.greatheartsamerica.org,398,5136,7.0
www.newarkhs.k12.il.us,398,5132,2.0
www.anoka.k12.mn.us,398,23281,33.0
www.bethel.k12.ct.us,398,25175,48.0
hendrickspublicschools.org,398,6419,14.0
keystonelocalschools.org,398,5129,6.0
www.cfbisd.edu,398,25721,52.0
www.jths.org,398,23272,35.0
paragon.heritageacademies.com,398,5123,6.0
www.phill69.com,398,6571,12.0
www.edisonlocal.k12.oh.us,398,26471,58.5
www.atisd.net,398,5109,7.0
www.alpineschools.net,398,5885,11.0
www.ccs.k12.nc.us,398,22728,25.0
